Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
State,7/4/2020,34,NJ,,,"2,572,038","6,336,482","27,028,351","8,176,876","6,546,319","2,971,223","3,654,310","3,603,554","1,351,945","520,748","156,313","30,648","16,415"
County,7/5/2020,34,NJ,34039,Union County,"158,651","399,416","1,615,329","498,137","416,364","174,063","213,391","185,461","74,507","31,625","13,846","3,850","4,085"
County,7/5/2020,34,NJ,34041,Warren County,"23,618","82,161","301,478","76,301","65,907","35,965","41,026","49,638","18,640","10,791","2,480",299,431
County,7/5/2020,34,NJ,34001,Atlantic County,"70,160","195,269","834,672","250,225","189,276","90,420","135,310","111,063","33,715","18,896","4,786",650,331
County,7/5/2020,34,NJ,34003,Bergen County,"271,145","665,547","2,714,710","864,066","666,275","280,446","390,858","311,034","99,389","62,717","30,808","4,763","4,354"
County,7/5/2020,34,NJ,34005,Burlington County,"115,826","329,558","1,293,137","372,635","318,997","146,722","168,915","177,033","61,337","34,827","8,633","2,425","1,613"
County,7/5/2020,34,NJ,34007,Camden County,"140,333","366,745","1,465,394","455,721","365,569","174,319","198,755","168,769","49,279","36,996","12,894","1,671","1,421"
County,7/5/2020,34,NJ,34009,Cape May County,"25,869","66,691","280,411","88,696","75,107","32,846","40,967","23,937","8,815","6,945","2,558",340,200
County,7/5/2020,34,NJ,34011,Cumberland County,"33,889","117,083","494,455","135,254","118,690","64,168","69,272","65,679","30,420","7,444","3,019",386,123
County,7/5/2020,34,NJ,34013,Essex County,"239,359","560,408","2,261,625","722,049","615,077","257,448","284,193","248,216","78,347","33,674","15,885","2,872","3,864"
County,7/5/2020,34,NJ,34015,Gloucester County,"70,428","220,980","900,452","242,082","208,249","103,118","139,878","129,900","44,243","22,928","8,625",933,496
County,7/5/2020,34,NJ,34017,Hudson County,"237,682","438,379","1,827,059","668,890","484,908","185,991","191,234","168,745","79,606","30,593","13,497","1,398","2,197"
County,7/5/2020,34,NJ,34019,Hunterdon County,"27,965","96,749","394,191","88,269","90,032","48,053","56,582","66,076","23,703","15,956","3,796",465,"1,259"
County,7/5/2020,34,NJ,34021,Mercer County,"99,563","270,248","1,072,047","305,691","288,605","141,615","138,258","112,610","48,489","24,983","8,342","1,564","1,890"
County,7/5/2020,34,NJ,34023,Middlesex County,"214,878","614,807","2,455,034","704,845","589,150","305,774","357,025","291,918","149,514","36,177","15,774","3,459","1,398"
County,7/5/2020,34,NJ,34025,Monmouth County,"155,269","466,085","2,062,743","624,515","537,199","257,976","272,596","227,589","93,021","34,926","10,698","2,366","1,857"
County,7/5/2020,34,NJ,34027,Morris County,"125,256","368,972","1,434,580","378,850","355,612","165,542","218,039","197,318","74,565","29,846","9,408","2,262","3,138"
County,7/5/2020,34,NJ,34029,Ocean County,"147,385","454,266","1,921,608","573,891","487,036","222,067","265,187","212,837","81,911","61,838","13,464","1,418","1,959"
County,7/5/2020,34,NJ,34031,Passaic County,"136,149","367,161","1,607,041","552,407","397,910","160,116","207,460","183,994","59,739","26,566","14,480","2,105","2,264"
County,7/5/2020,34,NJ,34033,Salem County,"15,208","47,399","201,047","54,971","43,129","21,854","30,292","32,664","12,266","3,800","1,640",310,121
County,7/5/2020,34,NJ,34035,Somerset County,"84,904","246,260","982,007","265,469","238,009","125,577","147,352","119,510","57,323","18,872","7,358",577,"1,960"
County,7/5/2020,34,NJ,34037,Sussex County,"34,023","106,776","405,479","111,683","92,241","41,411","55,448","60,695","28,656","10,888","3,254",478,725
County,7/6/2020,34,NJ,34001,Atlantic County,"67,746","197,683","826,323","219,704","192,300","93,170","139,039","103,942","43,965","26,203","7,127",533,340
County,7/6/2020,34,NJ,34003,Bergen County,"270,035","666,657","2,777,798","832,161","716,611","322,773","389,929","353,394","87,870","40,656","25,034","5,102","4,268"
County,7/6/2020,34,NJ,34005,Burlington County,"115,490","329,894","1,282,193","346,888","275,584","147,353","188,828","207,371","70,625","31,413","10,154","1,956","2,021"
County,7/6/2020,34,NJ,34007,Camden County,"141,324","365,754","1,445,636","437,365","339,636","152,108","208,306","205,411","52,976","35,346","11,794","1,384","1,310"
County,7/6/2020,34,NJ,34009,Cape May County,"25,876","66,684","269,296","84,740","63,902","32,859","39,110","26,653","10,341","7,705","3,462",308,216
County,7/6/2020,34,NJ,34011,Cumberland County,"33,735","117,237","479,043","111,554","115,963","61,461","67,688","67,915","41,032","9,579","3,471",240,140
County,7/6/2020,34,NJ,34013,Essex County,"234,244","565,523","2,358,852","739,387","597,055","272,531","309,673","311,117","78,596","28,148","15,566","2,926","3,853"
County,7/6/2020,34,NJ,34015,Gloucester County,"70,844","220,564","900,689","226,375","199,401","97,375","138,540","156,675","50,490","22,810","7,847",780,396
County,7/6/2020,34,NJ,34017,Hudson County,"234,529","441,532","1,942,202","702,703","537,252","194,609","217,025","188,461","64,036","22,021","13,367",931,"1,797"
County,7/6/2020,34,NJ,34019,Hunterdon County,"27,133","97,581","383,649","83,091","87,373","44,279","49,899","68,811","29,611","16,301","3,021",315,948
County,7/6/2020,34,NJ,34021,Mercer County,"99,548","270,263","1,097,117","318,569","283,264","144,670","148,680","111,394","56,788","24,172","6,493","1,635","1,452"
County,7/6/2020,34,NJ,34023,Middlesex County,"217,983","611,702","2,530,550","719,670","567,657","275,534","383,105","362,968","169,544","34,521","13,489","2,621","1,441"
County,7/6/2020,34,NJ,34025,Monmouth County,"154,619","466,735","1,998,677","576,687","475,192","236,839","278,190","248,570","128,539","42,610","8,508","2,106","1,436"
County,7/6/2020,34,NJ,34027,Morris County,"128,895","365,333","1,411,108","329,023","354,805","153,680","218,740","235,981","84,394","22,632","7,316","1,762","2,775"
County,7/6/2020,34,NJ,34029,Ocean County,"144,284","457,367","1,860,579","520,048","460,260","208,984","239,550","225,872","108,257","83,909","9,604","2,291","1,804"
County,7/6/2020,34,NJ,34031,Passaic County,"130,549","372,761","1,630,718","496,023","397,500","180,403","224,550","241,059","61,061","15,780","10,089","1,734","2,519"
County,7/6/2020,34,NJ,34033,Salem County,"14,320","48,287","203,317","50,951","39,485","22,367","34,736","36,151","14,282","3,753","1,258",266,68
County,7/6/2020,34,NJ,34035,Somerset County,"83,357","247,807","988,491","256,915","216,430","124,886","154,614","149,387","65,798","14,509","3,585",535,"1,832"
County,7/6/2020,34,NJ,34037,Sussex County,"32,902","107,897","414,777","99,894","88,969","37,374","59,330","71,397","43,000","11,541","2,390",295,587
County,7/6/2020,34,NJ,34039,Union County,"153,929","404,138","1,705,192","524,461","439,248","180,907","216,658","227,680","66,000","30,431","12,317","3,221","4,269"
County,7/6/2020,34,NJ,34041,Warren County,"24,107","81,672","331,593","82,091","75,725","31,382","39,980","59,940","26,965","13,182","1,580",250,498
County,7/7/2020,34,NJ,34023,Middlesex County,"210,661","619,024","2,651,954","746,775","606,560","293,851","388,983","384,454","181,058","31,140","14,328","3,530","1,275"
County,7/7/2020,34,NJ,34025,Monmouth County,"151,566","469,788","2,212,157","638,554","543,393","266,913","286,729","278,351","145,496","42,268","7,336","1,312","1,805"
County,7/7/2020,34,NJ,34027,Morris County,"124,746","369,482","1,534,133","379,053","372,737","160,073","231,356","259,299","99,497","21,422","6,900","1,640","2,156"
County,7/7/2020,34,NJ,34029,Ocean County,"142,537","459,114","2,109,015","607,165","514,145","224,159","281,034","247,343","128,628","93,020","9,508","2,383","1,630"
County,7/7/2020,34,NJ,34031,Passaic County,"129,618","373,692","1,686,147","490,339","396,960","185,092","245,444","270,740","70,295","14,750","7,628","2,233","2,666"
County,7/7/2020,34,NJ,34033,Salem County,"14,127","48,480","229,262","64,697","45,780","22,329","33,986","41,438","15,170","3,627","1,692",350,193
County,7/7/2020,34,NJ,34035,Somerset County,"82,694","248,470","1,049,952","272,618","226,857","130,731","158,095","164,232","76,369","15,094","3,786",537,"1,633"
County,7/7/2020,34,NJ,34037,Sussex County,"32,433","108,366","451,468","110,450","93,184","43,989","63,576","78,965","49,017","9,789","1,879",74,545
County,7/7/2020,34,NJ,34039,Union County,"151,831","406,236","1,807,483","586,068","433,027","185,237","233,763","253,194","69,890","27,395","11,016","3,790","4,103"
County,7/7/2020,34,NJ,34041,Warren County,"23,633","82,146","339,388","86,723","76,485","30,843","39,772","59,544","29,357","14,563","1,434",327,340
County,7/7/2020,34,NJ,34001,Atlantic County,"66,512","198,917","915,606","251,224","215,609","99,552","154,397","114,610","45,972","26,415","7,175",357,295
County,7/7/2020,34,NJ,34003,Bergen County,"264,227","672,465","3,037,316","924,396","773,134","345,238","434,571","410,811","89,115","34,745","17,668","4,490","3,148"
County,7/7/2020,34,NJ,34005,Burlington County,"112,349","333,035","1,429,687","407,691","313,583","151,188","209,646","226,703","72,585","33,690","10,441","2,650","1,510"
County,7/7/2020,34,NJ,34007,Camden County,"137,554","369,524","1,599,445","483,268","373,977","183,962","228,168","223,466","57,633","34,748","11,655","1,398","1,170"
County,7/7/2020,34,NJ,34009,Cape May County,"25,295","67,265","300,119","89,397","75,869","36,184","45,776","29,931","12,327","7,323","2,969",193,150
County,7/7/2020,34,NJ,34011,Cumberland County,"32,266","118,706","527,838","128,890","126,751","63,823","78,397","74,904","40,725","10,396","3,550",271,131
County,7/7/2020,34,NJ,34013,Essex County,"228,813","570,954","2,472,720","797,963","619,411","289,298","326,013","321,823","73,978","25,291","12,582","2,477","3,884"
County,7/7/2020,34,NJ,34015,Gloucester County,"67,628","223,780","1,011,152","271,554","221,714","111,101","153,461","169,777","54,514","19,677","8,228",765,361
County,7/7/2020,34,NJ,34017,Hudson County,"231,625","444,436","2,016,603","764,797","529,154","211,155","224,248","192,423","60,496","18,515","13,200","1,098","1,517"
County,7/7/2020,34,NJ,34019,Hunterdon County,"25,992","98,722","404,936","95,940","79,133","42,114","55,865","74,847","36,056","16,995","2,413",606,967
County,7/7/2020,34,NJ,34021,Mercer County,"97,780","272,031","1,174,962","342,020","299,074","147,595","166,021","130,672","54,735","24,669","7,110","1,814","1,252"
County,7/8/2020,34,NJ,34001,Atlantic County,"65,374","200,055","909,838","252,090","204,805","104,378","155,473","115,217","43,131","26,019","7,914",434,377
County,7/8/2020,34,NJ,34003,Bergen County,"263,405","673,287","2,972,115","888,474","751,349","356,967","423,729","392,441","97,248","33,833","18,895","5,466","3,713"
County,7/8/2020,34,NJ,34005,Burlington County,"111,011","334,373","1,401,818","383,135","315,803","149,618","214,672","211,383","72,626","37,530","13,358","2,144","1,549"
County,7/8/2020,34,NJ,34007,Camden County,"136,430","370,648","1,566,678","466,394","370,317","182,820","218,054","217,704","53,720","38,938","15,865","1,816","1,050"
County,7/8/2020,34,NJ,34009,Cape May County,"25,209","67,351","320,734","103,142","77,031","36,039","47,494","34,573","11,579","7,331","3,087",337,121
County,7/8/2020,34,NJ,34011,Cumberland County,"33,333","117,639","522,500","123,658","133,877","61,821","76,003","73,284","39,955","8,770","4,643",345,144
County,7/8/2020,34,NJ,34013,Essex County,"226,091","573,676","2,381,497","718,957","615,415","280,576","314,306","315,053","80,209","32,194","16,921","3,555","4,311"
County,7/8/2020,34,NJ,34015,Gloucester County,"66,188","225,220","999,768","268,763","211,430","108,894","149,547","173,286","52,900","21,554","12,053","1,026",315
County,7/8/2020,34,NJ,34017,Hudson County,"226,032","450,029","1,957,776","718,080","516,721","207,985","220,234","194,584","63,466","23,352","9,896","1,037","2,421"
County,7/8/2020,34,NJ,34019,Hunterdon County,"26,285","98,429","403,148","92,057","86,215","39,548","55,408","74,734","35,426","15,859","2,602",603,696
County,7/8/2020,34,NJ,34021,Mercer County,"96,882","272,929","1,150,449","337,026","287,157","141,950","158,399","124,669","61,907","27,844","8,864","1,310","1,323"
County,7/8/2020,34,NJ,34023,Middlesex County,"208,419","621,266","2,669,053","759,740","588,222","291,775","385,937","402,483","185,252","37,335","13,350","3,426","1,533"
County,7/8/2020,34,NJ,34025,Monmouth County,"150,730","470,624","2,196,885","653,325","538,047","262,953","278,971","268,411","143,732","41,675","6,595","1,287","1,889"
County,7/8/2020,34,NJ,34027,Morris County,"125,122","369,106","1,473,225","364,603","346,004","157,450","233,673","247,920","91,415","21,472","6,923","1,207","2,558"
County,7/8/2020,34,NJ,34029,Ocean County,"141,593","460,058","2,085,859","593,626","506,423","222,703","283,629","255,233","116,416","94,890","9,281","1,818","1,840"
County,7/8/2020,34,NJ,34031,Passaic County,"129,784","373,526","1,703,739","498,005","399,498","184,957","248,131","268,293","74,636","14,599","9,853","2,506","3,261"
County,7/8/2020,34,NJ,34033,Salem County,"13,837","48,770","215,645","53,900","49,653","22,572","31,530","35,623","15,910","3,633","2,212",511,101
County,7/8/2020,34,NJ,34035,Somerset County,"80,976","250,188","1,040,731","268,532","223,107","123,388","158,242","170,422","74,790","15,411","4,507",581,"1,751"
County,7/8/2020,34,NJ,34037,Sussex County,"32,004","108,795","451,662","111,635","89,468","39,291","62,197","84,315","49,329","12,364","2,156",291,616
County,7/8/2020,34,NJ,34039,Union County,"148,624","409,443","1,770,946","542,531","432,186","194,916","232,022","246,562","74,829","28,181","11,507","4,087","4,125"
County,7/8/2020,34,NJ,34041,Warren County,"24,041","81,738","339,869","80,543","78,587","32,671","41,361","62,729","27,338","14,632","1,493",180,335
County,7/9/2020,34,NJ,34001,Atlantic County,"65,608","199,821","901,623","251,600","202,314","97,797","150,424","115,564","48,540","26,290","8,041",635,418
County,7/9/2020,34,NJ,34003,Bergen County,"265,168","671,524","3,045,065","913,446","749,788","361,985","443,728","403,537","101,286","38,603","21,912","7,001","3,779"
County,7/9/2020,34,NJ,34005,Burlington County,"111,243","334,141","1,393,872","371,840","313,465","150,755","206,781","222,184","74,956","37,684","12,307","2,380","1,520"
County,7/9/2020,34,NJ,34007,Camden County,"137,318","369,760","1,579,931","476,190","356,653","180,322","230,773","224,213","55,365","38,489","15,247","1,409","1,270"
County,7/9/2020,34,NJ,34009,Cape May County,"25,396","67,164","310,560","99,398","75,543","34,182","47,281","31,241","12,176","6,938","3,431",246,124
County,7/9/2020,34,NJ,34011,Cumberland County,"33,586","117,386","518,042","121,210","124,929","57,763","77,670","76,591","43,395","11,253","4,768",259,204
County,7/9/2020,34,NJ,34013,Essex County,"228,248","571,519","2,508,581","788,428","640,089","297,842","321,081","326,487","79,309","33,240","16,486","2,422","3,197"
County,7/9/2020,34,NJ,34015,Gloucester County,"68,043","223,365","988,231","264,606","215,182","103,089","148,230","165,747","56,256","23,264","10,675",760,422
County,7/9/2020,34,NJ,34017,Hudson County,"227,673","448,388","2,065,296","775,392","554,134","210,231","220,607","195,841","71,533","23,155","10,939","1,405","2,059"
County,7/9/2020,34,NJ,34019,Hunterdon County,"26,696","98,018","415,032","93,021","86,284","42,484","58,168","74,092","40,011","16,515","3,011",555,891
County,7/9/2020,34,NJ,34021,Mercer County,"98,841","270,970","1,158,531","334,110","292,104","144,287","154,466","129,350","65,518","27,781","7,776","1,644","1,495"
County,7/9/2020,34,NJ,34023,Middlesex County,"209,262","620,423","2,626,144","719,488","579,718","289,358","388,698","399,552","190,269","38,429","15,703","3,573","1,356"
County,7/9/2020,34,NJ,34025,Monmouth County,"148,253","473,101","2,242,721","664,241","542,161","262,475","296,325","270,233","153,076","41,985","8,271","2,110","1,844"
County,7/9/2020,34,NJ,34027,Morris County,"123,810","370,418","1,503,611","371,473","360,772","161,437","217,899","255,685","101,158","23,368","7,611","1,721","2,487"
County,7/9/2020,34,NJ,34029,Ocean County,"143,164","458,487","2,088,485","601,673","498,403","217,557","274,609","266,104","122,531","92,762","11,338","1,341","2,167"
County,7/9/2020,34,NJ,34031,Passaic County,"127,107","376,203","1,709,431","503,634","409,298","180,383","246,895","258,297","77,642","17,293","10,300","2,485","3,204"
County,7/9/2020,34,NJ,34033,Salem County,"13,988","48,619","229,817","55,642","50,630","24,668","32,972","43,053","14,655","5,283","2,407",362,145
County,7/9/2020,34,NJ,34035,Somerset County,"82,431","248,733","1,040,052","270,694","221,625","122,007","154,428","173,616","75,990","15,365","4,934",449,944
County,7/9/2020,34,NJ,34037,Sussex County,"31,874","108,925","455,378","113,173","90,897","43,248","66,452","74,884","51,342","12,156","2,348",281,597
County,7/9/2020,34,NJ,34039,Union County,"150,775","407,292","1,863,075","605,396","441,860","195,276","243,292","249,390","76,574","32,352","11,421","3,396","4,118"
County,7/9/2020,34,NJ,34041,Warren County,"23,642","82,137","349,064","86,182","76,268","32,532","44,806","61,297","27,692","17,704","1,847",354,382
County,7/10/2020,34,NJ,34001,Atlantic County,"70,463","194,966","764,491","185,957","181,969","83,319","134,464","107,066","37,888","24,803","8,025",519,481
County,7/10/2020,34,NJ,34003,Bergen County,"271,632","665,060","2,757,722","796,067","708,318","319,164","402,878","369,630","90,751","38,373","20,697","6,888","4,956"
County,7/10/2020,34,NJ,34005,Burlington County,"116,354","329,030","1,282,826","320,216","288,877","152,220","191,686","210,265","66,918","37,076","11,790","2,040","1,738"
County,7/10/2020,34,NJ,34007,Camden County,"145,872","361,206","1,444,741","408,096","340,928","162,206","217,170","210,666","50,257","37,592","15,033","1,473","1,320"
County,7/10/2020,34,NJ,34009,Cape May County,"26,840","65,720","252,350","71,573","61,897","30,071","40,433","26,010","9,998","7,478","4,273",390,227
County,7/10/2020,34,NJ,34011,Cumberland County,"36,078","114,894","482,037","109,268","116,440","61,580","77,720","66,440","36,557","9,110","4,349",450,123
County,7/10/2020,34,NJ,34013,Essex County,"234,771","564,996","2,357,243","707,040","631,216","278,448","301,386","309,575","73,632","32,474","16,592","2,434","4,446"
County,7/10/2020,34,NJ,34015,Gloucester County,"72,171","219,237","888,695","224,064","191,168","98,606","141,692","155,346","47,113","19,075","10,279",950,402
County,7/10/2020,34,NJ,34017,Hudson County,"236,145","439,916","1,951,485","700,418","523,194","216,233","222,749","190,737","60,227","22,182","12,612","1,238","1,895"
County,7/10/2020,34,NJ,34019,Hunterdon County,"26,484","98,230","370,044","77,498","74,340","38,681","50,461","73,357","36,164","15,504","2,484",599,956
County,7/10/2020,34,NJ,34021,Mercer County,"100,834","268,977","1,051,649","282,908","278,202","130,354","149,668","118,199","53,040","26,635","9,347","1,371","1,925"
County,7/10/2020,34,NJ,34023,Middlesex County,"218,596","611,089","2,421,170","634,918","542,860","277,662","376,019","366,710","166,350","34,721","16,073","4,296","1,561"
County,7/10/2020,34,NJ,34025,Monmouth County,"158,634","462,720","1,975,547","541,547","492,366","241,045","259,816","252,384","131,180","44,092","8,964","2,047","2,106"
County,7/10/2020,34,NJ,34027,Morris County,"128,278","365,950","1,384,335","329,842","328,328","150,938","204,422","247,410","90,991","20,392","6,851","2,157","3,004"
County,7/10/2020,34,NJ,34029,Ocean County,"150,318","451,333","1,815,110","481,679","459,417","202,210","244,529","222,315","99,529","87,166","13,519","2,603","2,143"
County,7/10/2020,34,NJ,34031,Passaic County,"130,677","372,633","1,598,603","453,970","404,938","169,141","229,485","248,348","61,628","14,919","10,735","2,065","3,374"
County,7/10/2020,34,NJ,34033,Salem County,"13,808","48,799","207,284","49,797","44,073","20,878","32,057","37,064","16,150","3,937","2,739",370,219
County,7/10/2020,34,NJ,34035,Somerset County,"83,709","247,455","953,001","216,949","221,327","113,708","155,011","159,388","64,005","14,247","5,432",740,"2,194"
County,7/10/2020,34,NJ,34037,Sussex County,"32,889","107,910","423,821","96,321","83,213","39,947","63,358","79,352","46,678","11,279","2,748",423,502
County,7/10/2020,34,NJ,34039,Union County,"155,943","402,124","1,738,755","556,233","421,816","180,716","232,514","221,656","72,462","29,010","14,415","4,780","5,153"
County,7/10/2020,34,NJ,34041,Warren County,"23,408","82,371","319,033","73,818","75,401","30,725","39,465","56,358","25,317","15,573","1,716",178,482
County,7/11/2020,34,NJ,34033,Salem County,"14,575","48,032","217,759","52,538","44,523","27,353","37,521","34,644","15,398","3,058","2,070",493,161
County,7/11/2020,34,NJ,34035,Somerset County,"85,216","245,948","1,093,187","292,146","253,345","124,822","180,800","154,422","62,640","18,401","4,716",594,"1,301"
County,7/11/2020,34,NJ,34037,Sussex County,"33,464","107,335","427,205","113,295","84,961","41,031","64,122","74,576","36,348","9,354","2,552",245,721
County,7/11/2020,34,NJ,34039,Union County,"159,480","398,587","1,739,947","544,748","472,801","196,339","223,288","197,544","58,534","27,723","10,481","3,799","4,690"
County,7/11/2020,34,NJ,34041,Warren County,"25,012","80,767","328,557","86,500","78,118","33,192","42,996","52,849","18,860","13,580","1,690",386,386
County,7/11/2020,34,NJ,34001,Atlantic County,"69,723","195,706","893,956","257,678","205,269","98,358","151,880","111,834","40,380","20,999","6,330",645,583
County,7/11/2020,34,NJ,34003,Bergen County,"271,820","664,872","2,988,887","925,575","784,475","367,899","425,599","326,322","85,284","41,603","21,181","5,774","5,175"
County,7/11/2020,34,NJ,34005,Burlington County,"117,549","327,835","1,396,135","389,838","318,692","158,086","213,157","204,029","62,362","34,155","11,722","2,326","1,768"
County,7/11/2020,34,NJ,34007,Camden County,"145,536","361,542","1,567,753","467,338","396,620","179,539","225,522","192,105","49,083","40,821","14,282","1,233","1,210"
County,7/11/2020,34,NJ,34009,Cape May County,"25,414","67,146","297,853","94,547","75,716","35,534","43,186","28,509","9,016","6,549","4,082",543,171
County,7/11/2020,34,NJ,34011,Cumberland County,"36,266","114,706","538,552","141,544","132,203","67,845","79,316","72,270","35,594","5,690","3,762",232,96
County,7/11/2020,34,NJ,34013,Essex County,"238,467","561,300","2,474,035","801,606","671,957","285,284","304,754","291,174","63,392","31,961","18,005","2,444","3,458"
County,7/11/2020,34,NJ,34015,Gloucester County,"71,605","219,803","999,892","257,940","240,744","116,246","158,929","152,250","43,479","19,747","9,397",828,332
County,7/11/2020,34,NJ,34017,Hudson County,"239,525","436,536","2,016,509","754,351","574,453","207,172","209,966","181,871","52,142","23,020","10,148","1,284","2,102"
County,7/11/2020,34,NJ,34019,Hunterdon County,"27,297","97,417","408,301","94,542","95,423","50,687","58,203","68,205","23,708","12,742","2,706",705,"1,380"
County,7/11/2020,34,NJ,34021,Mercer County,"100,812","268,999","1,124,877","324,209","299,146","138,207","156,235","112,761","56,045","26,319","8,763","1,159","2,033"
County,7/11/2020,34,NJ,34023,Middlesex County,"223,106","606,579","2,610,117","743,579","636,864","314,853","379,795","330,459","149,142","36,449","13,626","3,508","1,842"
County,7/11/2020,34,NJ,34025,Monmouth County,"157,133","464,221","2,175,868","637,881","557,713","273,923","287,204","250,995","112,695","41,935","9,226","2,586","1,710"
County,7/11/2020,34,NJ,34027,Morris County,"130,129","364,099","1,492,821","395,200","372,142","161,417","230,200","213,223","82,892","23,667","8,936","2,250","2,894"
County,7/11/2020,34,NJ,34029,Ocean County,"150,361","451,290","1,952,313","548,087","495,350","221,847","279,838","230,887","83,967","73,639","13,112","3,176","2,410"
County,7/11/2020,34,NJ,34031,Passaic County,"133,187","370,123","1,681,485","522,293","436,551","191,307","233,537","213,901","49,250","17,852","10,945","2,263","3,586"
State,7/5/2020,34,NJ,,,"2,427,560","6,480,960","26,524,499","8,034,647","6,643,342","3,035,491","3,622,038","3,144,686","1,207,485","561,288","205,245","34,591","35,686"
State,7/6/2020,34,NJ,,,"2,405,449","6,503,071","26,837,800","7,758,300","6,523,612","3,015,544","3,746,170","3,660,149","1,354,170","537,222","177,472","31,191","33,970"
State,7/7/2020,34,NJ,,,"2,353,887","6,554,633","28,961,343","8,539,582","6,936,537","3,224,427","4,039,301","4,007,527","1,462,913","525,532","162,498","32,295","30,731"
State,7/8/2020,34,NJ,,,"2,331,370","6,577,150","28,533,935","8,278,216","6,821,315","3,203,272","3,989,012","3,968,919","1,465,814","557,416","181,975","33,967","34,029"
State,7/9/2020,34,NJ,,,"2,342,126","6,566,394","28,992,542","8,480,837","6,882,117","3,209,678","4,025,585","4,016,958","1,539,274","579,909","190,773","34,788","32,623"
State,7/10/2020,34,NJ,,,"2,433,904","6,474,616","26,439,942","7,318,179","6,470,288","2,997,852","3,766,983","3,728,276","1,336,835","545,638","198,673","38,011","39,207"
State,7/11/2020,34,NJ,,,"2,455,677","6,452,843","28,426,009","8,445,435","7,227,066","3,290,941","3,986,048","3,494,830","1,190,211","529,264","187,732","36,473","38,009"
County,7/12/2020,34,NJ,34001,Atlantic County,"69,463","195,966","817,595","239,970","186,902","89,867","130,599","97,163","33,738","28,521","9,676",559,600
County,7/12/2020,34,NJ,34003,Bergen County,"280,377","656,315","2,686,370","830,023","687,128","291,816","356,134","309,266","104,297","64,632","26,655","9,431","6,988"
County,7/12/2020,34,NJ,34005,Burlington County,"118,419","326,965","1,289,916","374,850","303,528","141,554","175,897","177,321","63,540","37,712","10,349","2,798","2,367"
County,7/12/2020,34,NJ,34007,Camden County,"146,622","360,456","1,434,746","462,561","361,745","160,908","187,790","153,899","50,026","41,410","13,410","1,481","1,516"
County,7/12/2020,34,NJ,34009,Cape May County,"26,591","65,969","285,225","101,680","70,256","30,951","37,558","23,810","8,452","7,335","4,658",356,169
County,7/12/2020,34,NJ,34011,Cumberland County,"36,390","114,582","472,418","118,228","117,809","57,894","67,114","65,460","34,956","6,587","3,854",298,218
County,7/12/2020,34,NJ,34013,Essex County,"245,917","553,850","2,171,360","687,358","584,048","258,943","253,178","244,059","74,449","40,868","19,730","3,127","5,600"
County,7/12/2020,34,NJ,34015,Gloucester County,"73,003","218,405","917,067","240,965","221,137","103,299","141,367","131,892","43,265","24,288","9,582",846,426
County,7/12/2020,34,NJ,34017,Hudson County,"243,376","432,685","1,845,174","720,331","511,757","178,620","167,990","155,273","66,737","28,556","12,402","1,112","2,396"
County,7/12/2020,34,NJ,34019,Hunterdon County,"27,534","97,180","636,980","308,542","124,414","45,326","53,357","59,591","26,525","14,574","2,893",358,"1,400"
County,7/12/2020,34,NJ,34021,Mercer County,"103,789","266,022","1,014,507","280,778","272,802","131,502","132,894","102,123","54,605","27,634","7,166","2,340","2,663"
County,7/12/2020,34,NJ,34023,Middlesex County,"224,917","604,768","2,421,322","681,295","589,598","277,017","354,080","302,399","159,895","36,457","14,601","3,820","2,160"
County,7/12/2020,34,NJ,34025,Monmouth County,"160,536","460,818","2,070,031","634,436","528,675","246,103","271,166","227,511","108,142","38,316","10,532","2,507","2,643"
County,7/12/2020,34,NJ,34027,Morris County,"129,288","364,940","1,407,766","360,504","372,527","144,259","200,152","205,611","80,316","29,163","8,501","2,885","3,848"
County,7/12/2020,34,NJ,34029,Ocean County,"150,906","450,745","1,917,569","565,057","474,898","217,320","261,788","226,576","80,168","75,092","11,362","2,244","3,064"
County,7/12/2020,34,NJ,34031,Passaic County,"137,511","365,799","1,500,913","471,575","369,596","161,970","192,533","201,732","58,767","26,100","11,132","2,564","4,944"
County,7/12/2020,34,NJ,34033,Salem County,"15,483","47,124","188,989","51,682","37,421","18,344","33,574","29,606","11,849","4,018","1,821",419,255
County,7/12/2020,34,NJ,34035,Somerset County,"87,128","244,036","977,866","248,823","240,338","109,362","149,752","131,881","67,262","22,063","5,906",752,"1,727"
County,7/12/2020,34,NJ,34037,Sussex County,"35,138","105,661","389,819","102,875","82,480","40,249","58,339","60,632","30,241","11,226","2,277",583,917
County,7/12/2020,34,NJ,34039,Union County,"160,853","397,214","1,591,637","514,481","416,963","174,557","183,127","182,290","68,675","29,833","10,995","3,647","7,069"
County,7/12/2020,34,NJ,34041,Warren County,"25,813","79,966","306,954","79,003","71,676","33,204","39,770","48,611","20,272","11,924","1,877",257,360
County,7/13/2020,34,NJ,34001,Atlantic County,"67,061","198,368","880,325","238,040","197,232","94,252","159,497","108,595","45,393","27,685","8,513",693,425
